Name;XY Scope Project;
6480;371.96376873671852;-224.90169828004514
6482;379.15658561311238;-1232.073736961612
6484;388.56691830191409;-244.95467194066339
6486;388.48268740400846;-256.65894423910089
6488;395.65887150872987;-256.92765398483476
6490;402.72307660528196;-266.38075097765091
6492;408.02489046816447;-1289.1401796879804
6494;417.53728014514428;-277.21055309557079
6496;408.29745522838971;-288.99241950874114
6498;408.15953000115388;-277.84980236333831
6500;423.38566436849709;-278.160739108957
6502;416.04585869056245;-1418.5942245440313
6504;416.38308262024378;-256.69980490048965
6506;412.64679604256861;-256.96833927631468
6508;412.56783376210234;-252.64222262225465
6510;416.05375023808057;-252.89903062094868
6512;415.99984104310039;-1432.9701632689444
6514;410.76406496960226;-247.51341610846833
6516;405.24227188714821;-240.88089657340322
6518;399.77801047187643;-234.22700807225658
6520;403.21922596432705;-227.55248776725674
6522;410.43071000727832;-1422.9678942075047
6524;414.243064250174;-238.24126156682624
6526;405.06472246988812;-243.05935421037577
6528;405.03860272633528;-231.8230727997111
6530;390.35351615794394;-232.04019451793161
6532;388.53084520221029;-1348.3064307202199
6534;394.15057822439104;-229.04587891411475
6536;392.27734137912557;-236.1383950470256
6538;394.05909039094871;-234.07047501853856
6540;382.07085046290939;-236.58908305541925
6542;381.96298880822621;-1285.7375304904761
6544;380.4329750281986;-238.30171674900606
6546;371.26479495215489;-236.23995153171464
6548;373.02882278662963;-224.98748477126026
6550;380.30733963069224;-227.48959603247738
6552;385.65585704498358;-1319.6982447346184
6554;391.48899361693566;-233.62471838889485
6556;393.2357754963075;-240.72597558502025
6558;387.66799121315;-243.25661600204336
6560;392.60408614680063;-236.60452527202926
6562;394.33461957266206;-1315.7800413272512
6564;394.70452711203649;-249.653097558544
6566;383.68145152474568;-249.90816603407822
6568;378.1655708604676;-236.39177496549311
6570;355.67661939068063;-229.72588239907321
6572;351.98455356314417;-1213.9131063430045
6574;352.14611151831144;-210.79943698580877
6576;348.45220451167341;-210.98091418084019
6578;352.06994231317867;-206.57127807491565
6580;368.05932674933308;-211.33803617860227
6582;375.26429980688658;-1282.9144607719491
6584;382.75242879611557;-224.43977019565566
6586;377.25306493165323;-233.81529642321976
6588;375.37432078611192;-227.15445603315121
6590;376.0640273029112;-225.06677056407617
6592;368.77822688294407;-1319.875300108537
6594;365.2414369412428;-208.33388522108965
6596;352.4527076298092;-203.9293653958245
6598;350.66129469936965;-188.04645101795603
6600;344.68151515484266;-185.89514339213622
6602;353.75680608459271;-1262.0969125704337
6604;359.31848212583748;-194.43242981716904
6606;362.92434590606507;-201.45625138138729
6608;362.9033598680013;-206.20524060323473
6610;358.96343100772697;-206.3789598636769
6612;357.11099635620974;-1264.5851963192174
6614;357.21269173905591;-203.46850680608043
6616;349.90127426877774;-203.63989938914668
6618;346.22489985965785;-194.65068139431276
6620;371.10074698140232;-190.22230029214222
6622;374.76028254718136;-1377.4483244030648
6624;380.21977499685624;-196.35961103244102
6626;374.7516680735734;-203.37583038786528
6628;376.59027864613944;-196.68638191794668
6630;391.25939414295908;-199.13508401568328
6632;389.42558379888425;-1490.7598421824998
6634;387.56958811384158;-191.40547787161276
6636;383.93650277809758;-189.27968365356222
6638;378.42619252812375;-184.86565204763735
6640;373.35802301257763;-178.15642572722035
6642;371.52030135702068;-1445.3349210547428
6644;375.19822613951146;-177.33288878934448
6646;373.35282055695438;-182.01788382743567
6648;373.35558334435524;-179.88201995442543
6650;344.34512623870495;-180.01923245118093
6652;342.50839428580292;-1268.437720500752
6654;342.461948859734;-179.40651437297558
6656;342.4721848475566;-179.54511186045113
6658;340.63372261849145;-179.68330746691262
6660;328.30659859302784;-177.54488441615902
6662;330.15436242005279;-1177.6960767642765
6664;331.94879003016922;-183.84385812092128
6666;326.44265924529429;-186.26134649754116
6668;320.90272896647451;-179.59063834117995
6670;335.52824785827295;-172.90356104763555
6672;333.71013648743951;-1283.7052562128029
6674;339.09495526515246;-160.9408884922623
6676;339.12068155862238;-167.85870750219209
6678;342.80764881201588;-167.98084907049073
6680;334.41678699076112;-172.64597588560108
6682;328.88841631498434;-1255.8497814639461
6684;328.74431729322038;-162.99271122787428
6686;325.05593836315904;-163.10920378172222
6688;328.79521059232007;-158.69135438034047
6690;307.49364952198118;-163.3380639466375
6692;305.65021665100693;-1114.0928457292391
6694;305.59332467552463;-165.14466794798469
6696;300.03050484368231;-165.26471093239374
6698;301.90458942515278;-158.58781731407964
6700;326.2727482280722;-160.96473026461391
6702;335.52505700236026;-1217.2154743480078
6704;337.271252098116;-178.52895851979949
6706;331.71203427701431;-180.93171344289425
6708;331.74001780786352;-174.28565405886602
6710;343.76412044080234;-174.41894811165986
6712;345.65374593733577;-1328.2353435545456
6714;351.00012365568716;-166.97260363953825
6716;351.02992230295126;-173.87131242319421
6718;352.92277429980282;-174.00575106703502
6720;352.40107035498471;-176.40137579975129
6722;358.00047466249509;-1340.1793430810469
6724;361.58243669473904;-182.46771619735358
6726;357.90947767054951;-187.1268073469729
6728;359.75205683396695;-182.77099732630677
6730;306.02699205664817;-185.17841168432184
6732;306.01194902348522;-1055.0998648759405
6734;306.0660149230556;-182.4862593690381
6736;298.58334463290475;-182.63621779112836
6738;298.5769931150312;-173.75928983761611
6740;255.23539647645876;-173.89403580564991
6742;249.61707454032984;-818.0725620326657
6744;249.68930223092647;-162.37615859403991
6746;244.11364098026763;-162.49423968932052
6748;245.91366363717992;-155.83651789142834
6750;264.23173696496178;-158.20447853568365
6752;269.81242945179042;-906.81562202938812
6754;275.38794763403956;-164.67797761250694
6756;275.3778747580248;-171.57181006040676
6758;271.68492793068322;-171.70289410083643
6760;300.87237054373105;-167.3116850160481
6762;297.18670088449477;-1071.9777645076238
6764;293.30504036436537;-162.43687687859321
6766;289.66122881290249;-158.03939156013934
6768;287.84059598141226;-153.63198741779456
6770;270.66372422394943;-151.47581693143337
6772;272.54754497154124;-971.29475633234722
6774;276.18581847172692;-151.15959024039017
6776;274.34176601978709;-155.77698290215
6778;274.36408972179322;-153.62582285804353
6780;237.32819255481957;-153.73050045221288
6782;235.43858957152364;-768.10569688017188
6784;235.52518063624922;-153.50543778386395
6786;228.04450107873123;-153.61040760189943
6788;228.02303677648229;-144.67305663383044
6790;221.27426394315455;-144.76559545390259
6792;223.10354228872421;-729.73164505985551
6794;223.21033733111807;-144.53675496859879
6796;219.49919068153008;-144.62960589314764
6798;223.149243297017;-140.19967421691075
6800;252.58510500467224;-144.81178512322461
6802;252.57512154463029;-904.57104254690194
6804;256.34921245506672;-142.20824867041705
6806;258.20163020011449;-146.81578869788163
6808;258.18820875654461;-149.17169138425675
6810;267.72211809240287;-149.27015370420091
6812;265.86371042733992;-961.81257636733233
6814;267.71533340116832;-146.65328489176906
6816;260.30348692827982;-149.00706971097608
6818;258.44809050940154;-140.06919791150466
6820;210.70257887541311;-137.89564605505527
6822;212.54670383961286;-690.79999934606769
6824;216.28553417913892;-137.71865533893242
6826;212.58351590502463;-142.3212380150909
6828;216.24504761488868;-137.89012735489777
6830;202.79971502649383;-142.49794585029139
6832;204.62098687449765;-616.34401247949108
6834;202.85570909406704;-146.88355594808897
6836;202.81705835204224;-144.71790667333974
6838;200.91891988578149;-144.81034250098767
6840;234.05141559466463;-142.63846301089782
6842;235.88862280222776;-791.021823721312
6844;239.69197973648872;-146.90710103905985
6846;235.94654659786752;-151.52577160846317
6848;235.92467618716191;-147.10083318310333
6850;246.20628700233144;-147.19589388212779
6852;248.03065536832179;-838.09378187003665
6854;248.0728600940613;-151.64599200131463
6856;244.34657216356584;-151.74694309532768
6858;246.19414352705189;-147.31488421236142
6860;196.96503759462391;-149.67727929580411
6862;200.56984553208037;-581.76013120600442
6864;200.66020422864798;-149.70863871085098
6866;198.76350846528734;-149.80582063649766
6868;196.86946387682519;-147.63151445563582
6870;178.74742654143557;-145.45262410803733
6872;176.84202601917426;-474.55767101992518
6874;180.61905256355726;-145.41854623876552
6876;176.86292943615467;-150.05652108591681
6878;178.65270512889953;-145.60277517465156
6880;216.35883036426492;-147.96960382609353
6882;218.16828567973803;-691.23460261637945
6884;218.27717747627733;-147.78149806467124
6886;212.74320463680411;-147.8749467453689
6888;214.51344260873989;-141.1388711360168
6890;226.66364610877423;-143.50128791404174
6892;224.83300838065077;-758.86471837156364
6894;223.09763469565905;-140.98003004239158
6896;224.91751234109927;-138.78977042047839
6898;223.04324040780415;-141.14843459047464
6900;186.04187612259665;-138.95507905584881
6902;184.14990438759745;-541.47918890059589
6904;186.10177777288075;-138.854370755256
6906;186.05308625866275;-141.21394573301487
6908;186.00334209026619;-141.29839158061273
6910;173.60527283792365;-141.38264262758403
6912;173.5511964427611;-462.55754852646447
6914;177.31095476779396;-143.62989199039907
6916;166.25122625443086;-148.27919452627384
6918;160.72558772008864;-134.67561650146533
6920;190.86159857435862;-127.89967464363161
6922;190.83901972471034;-619.13017452450288
6924;198.22943892185185;-125.47061749926772
6926;201.88203548042762;-134.66660898631582
6928;205.48329196205265;-139.30999622622491
6930;214.36717382912775;-143.96108210385498
6932;207.02759874313452;-672.94254108026757
6934;203.45469140826543;-139.22226348098693
6936;192.43677676384755;-134.73603422960773
6938;192.41442344300288;-121.10205953217427
6940;152.442169552359;-121.16301077619353
6942;159.68245271924721;-418.83337523148793
6944;168.95134332081284;-134.80275499036208
6946;168.87866340263582;-146.30866340511253
6948;172.46840130531263;-146.39734758076733
6950;152.50127347259641;-151.0634984665187
6952;145.12340136678461;-353.16185026018917
6954;143.38557407848967;-137.32527532338045
6956;136.02239425914354;-135.11281231767518
6958;135.94875848164537;-126.022397024568
6960;178.43464089249372;-126.08730016994007
6962;185.6958908981085;-546.9188198744539
6964;191.31816075054147;-139.68896804632647
6966;180.3153734563752;-146.64286918007494
6968;172.98447489453795;-132.97473264613186
6970;176.93822616886263;-123.87109421816587
6972;176.90836094241243;-579.08380817564648
6974;184.33197417754377;-116.84617581504655
6976;187.91460668739245;-126.07079234496402
6978;186.09232168351778;-130.72234237882887
6980;143.15593498303713;-128.49719955566579
6982;139.44378626663976;-377.99972496026879
6984;143.19959091503037;-119.27438100708315
6986;143.14282218335964;-123.92184699060462
6988;150.34112135952296;-123.98401688036167
6990;144.72903787226056;-133.23465392764885
6992;142.83938193280059;-344.1903129128234
6994;141.07779670674492;-133.23835183143359
6996;133.7666824230283;-131.01131595100102
6998;133.70855686672397;-121.88152353402811
7000;171.02786194086423;-121.940890138904
7002;176.39902381834568;-508.08290693332219
7004;176.51605830313372;-135.6407136307221
7006;176.46580221492434;-135.71436296739279
7008;172.77697525454488;-135.78784287044243
7010;182.17951258821054;-131.25569042616382
7012;189.37558986325107;-574.04034421079791
7014;193.25865538609895;-142.56132973307035
7016;194.99483298417283;-147.24397153280822
7018;193.08789721825616;-149.6323907180464
7020;152.4964647004789;-147.417864535854
7022;148.75536382982781;-397.70339347297551
7024;145.3482864058382;-135.80898358960974
7026;143.47851448070844;-131.27606730388166
7028;146.97611737765232;-129.04000467042428
7030;141.3283667162529;-133.71662677244916
7032;143.05809966561412;-330.14878133292831
7034;143.15921053453533;-140.61895803649085
7036;132.23163065382286;-140.69677246882489
7038;130.33853270960964;-126.92773692646708
7040;154.1215129736255;-124.68177679164884
7042;157.67421824505561;-459.61138061025986
7044;161.4680938720185;-126.86348902786868
7046;159.6266458920141;-131.5421032903715
7048;161.32038515734118;-129.30078464946811
7050;159.43852419259858;-131.67601544389953
7052;161.11842857591253;-475.76702520588373
7054;163.21556268607293;-131.52071651275693
7056;166.75061506444294;-133.8969570932187
7058;168.4685968394019;-138.58641164613141
7060;146.8138674688708;-140.97206498105922
7062;146.70648569441127;-352.07213210574054
7064;145.11613782009434;-145.54318228956535
7066;139.58321334428109;-143.31388014138193
7068;135.86704788565902;-136.45491815531929
7070;142.14204055250053;-131.89864433487327
7072;147.41560170108161;-385.80797756113571
7074;153.08695382023319;-136.4195893497039
7076;154.74381245576214;-143.43166367479492
7078;161.84778842420553;-145.82548419917353
7080;177.35608625822385;-155.17091708995199
7082;175.42105010741685;-486.97682121093288
7084;172.16703988421381;-157.32756096879146
7086;157.6489739868876;-152.79261491333952
7088;152.17073236432293;-134.35084145780553
7090;130.77664915435602;-127.46694861648419
7092;132.48496323315615;-368.95308125340085
7094;138.16030381260862;-120.40448646721271
7096;141.6305776785604;-127.40954782100148
7098;148.734640183223;-132.10677090657165
7100;145.49808912917868;-141.44840629611014
7102;147.14570554047464;-357.33375362686934
7104;143.77680538873139;-146.02819507459381
7106;138.27056888468647;-141.47078830954749
7108;131.02168903207416;-134.58521212144325
7110;134.67586094910271;-125.36705912860219
7112;136.38510001591618;-370.37546667781322
7114;138.40816348984788;-125.27272266134457
7116;143.66805706051306;-127.65295891107968
7118;145.36996486712172;-134.68054580199308
7120;153.93232058810332;-137.07186670658822
7122;153.80565952510793;-439.15763036459265
7124;152.44092662505079;-141.54155621977117
7126;145.17018504098419;-139.29551567041162
7128;139.66478534167484;-130.07720031673287
7130;114.66166912735164;-123.16874838034136
7132;111.00265754351526;-311.55499440531963
7134;109.58797408785441;-113.75104788376562
7136;109.48303296220819;-111.47725906278667
7138;112.96805890927743;-111.52385444636566
7140;105.95987848675715;-116.21912257782103
7142;107.64143974624525;-242.25442671153058
7144;107.9060327240861;-125.44141534109475
7146;104.19970683753499;-125.50031473237075
7148;100.54114290025044;-120.90874647010813
7150;108.93777160188976;-116.31069473048342
7152;105.25765098018266;-297.14881907036659
7154;107.36909570303648;-106.90303450930909
7156;109.06935716637861;-109.27060200612408
7158;110.76526628112219;-111.64090459718456
7160;119.6995642589509;-114.01399150024513
7162;122.9489045160615;-348.2450562700713
7164;123.37932763657808;-120.92650349181773
7166;121.47510554998848;-120.98084126679886
7168;121.36221620203348;-118.70746437541256
7170;113.76882461588096;-118.75950765361523
7172;113.67388859503036;-307.29213796545571
7174;112.15355068882346;-114.01002816658955
7176;108.48613467039742;-111.73044034117511
7178;111.97561700996708;-107.11917679166044
7180;100.59233833074113;-111.82061709808164
7182;102.27983358372816;-252.43210652354458
7184;102.55191944387184;-114.06796816612831
7186;102.45099257637699;-114.11597958101046
7188;104.13614703148437;-114.16389272873519
7190;87.445522364531939;-116.5425587429017
7192;88.75017406331753;-192.61737878263421
7194;87.357854851898068;-118.90811242775396
7196;85.444258077513311;-116.62718334413469
7198;85.317267523468047;-114.34315429314134
7200;92.485660921712608;-114.39059914949051
7202;92.375279153853711;-214.12947522250661
7204;92.649959494598463;-114.3198800696688
7206;92.539696410134013;-114.36737315779645
7208;94.209228292144587;-114.4147677622875
7210;121.89916515449184;-116.79802432890783
7212;120.01825458620887;-334.40130063815684
7214;120.34706687911256;-121.35609576439458
7216;116.7231341614103;-121.40949747984818
7218;114.84060728887486;-116.7911360133879
7220;108.83190915325756;-114.50348736670003
7222;108.72660629966664;-302.76581198217605
7224;110.86778914230197;-114.38866455269051
7226;108.98217920855895;-116.77144380281436
7228;112.38875077477333;-114.48423005482377
7230;85.123346092326912;-119.206131547132
7232;84.989155692464763;-189.92175517818447
7234;83.573033139277442;-116.7832611395783
7236;81.6650146567653;-114.49578641299058
7238;83.315163160688911;-112.20530301969394
7240;85.607170071139208;-114.58898317264234
7242;86.97929733607603;-178.51559465701146
7244;87.232425470900424;-119.31075432749762
7246;85.378657091683635;-119.36149550702041
7248;85.256898235033177;-117.07071111824196
7250;81.684925459331083;-117.11926891602667
7252;81.56514377499974;-169.25994414662119
7254;83.586128438286281;-114.72548552002829
7256;81.69689960130458;-117.11441786106187
7258;81.577125236198015;-114.81962352717341
7260;78.587530236515974;-114.86606778832896
7262;76.73088720163004;-154.95346616560664
7264;75.26184593925872;-117.14835319181273
7266;71.59280616708385;-114.85280809085046
7268;69.698588204315357;-110.20941918536261
7270;71.234094498350217;-107.90620814949568
7272;71.12030939672411;-156.55996977163989
7274;71.4219687931;-105.49446248945854
7276;71.310745276189508;-105.53354327908475
7278;72.965353587824168;-105.57254742344721
7280;69.357675707220935;-107.95839655853457
7282;70.75748470476735;-150.12355696676568
7284;71.098491698931213;-110.31343629412302
7286;63.961817342370843;-110.35579861694778
7288;63.841249302017246;-101.00249278550548
7290;66.804179240665547;-101.03780805942756
7292;66.6988756682608;-142.799599838976
7294;70.461783094958136;-103.32782033773967
7296;68.590134321142244;-108.06324405118427
7298;70.237049598542626;-105.75354886797574
7300;72.2438372980043;-108.14305412217081
7302;72.1385661964121;-135.08629524067376
7304;72.317037037539777;-110.46535228795584
7306;73.96867483052651;-110.50740007856946
7308;70.343953576140578;-112.90147436838326
7310;63.525343872863395;-108.23909903975381
7312;66.91158766002718;-119.68808356536238
7314;68.971557662926543;-115.23963691662874
7316;68.834780092163271;-117.63793610805548
7318;65.183390544709454;-117.68524991690998
7320;58.675745180130129;-113.02315987822675
7322;56.774701920444208;-111.92892385887663
7324;57.180286330611196;-110.59301284805092
7326;53.525843193969067;-110.63479415948181
7328;53.384871561742614;-105.96685004027508
7330;54.33776379002326;-106.00499213205
7332;54.20763284778495;-103.36607112452333
7334;56.321373077685706;-105.93798052883004
7336;50.96957757106086;-108.33120701003936
7338;52.591836446710786;-101.30336589506943
7340;44.197982248860768;-103.69480556384269
7342;42.056046211665823;-86.458881952816881
7344;44.224352034032471;-96.617980666167838
7346;42.349513292504966;-99.006821796992966
7348;42.223759489309813;-96.681761114897569
7350;38.792118622799933;-96.713178986074354
7352;40.411064937790727;-68.039075759040415
7354;40.851808901605864;-101.35203385463014
7356;40.715493744863323;-101.38667920863861
7358;40.579151587957227;-101.42125732885796
7360;28.193452228201906;-101.45576819235798
7362;24.611680641869246;-35.7728504632884
7364;23.227635984352798;-84.885240035004244
7366;23.122243247587967;-82.55087834275102
7368;28.223484659855323;-82.57374870839341
7370;36.715709062349774;-89.676289892427178
7372;34.851918919874805;-72.159594159495342
7374;31.836455523337971;-91.958280138795232
7376;26.471321421513888;-87.26945398064521
7378;28.111183009890489;-80.217035578837155
7380;23.29404955742719;-82.598538314756439
7382;30.164494542996543;-33.378079746360143
7384;37.643501646742983;-99.02649068465621
7386;34.038816185972408;-108.49372105661979
7388;30.383015618442109;-103.81438420092421
7390;1.9481783646345328;-99.129974293084373
7392;1.8068481033993677;64.00992367567838
7394;3.9054826536340634;-84.926953256689814
7396;5.4895876878904488;-87.310873447490948
7398;10.603727053118508;-89.696801404763008
7400;26.641670159345541;-96.8070826800363
7402;28.251128061638028;12.764677473652725
7404;32.031255330820215;-108.57434815886974
7406;30.13005619313882;-113.33601245592098
7408;26.479881724644677;-111.01668838621737
7410;47.2019792877214;-106.33171655817796
7412;45.3100043940533;-89.303362682694427
7414;45.7819161928037;-108.6111160868106
7416;45.630148863302438;-108.65036948103142
7418;47.221934380479709;-108.68954042031879
7420;40.291562838629723;-111.09229472005339
7422;38.389653000997626;-87.575495333984492
7424;35.458605167842961;-101.54374554588871
7426;31.826293392857728;-96.853457989026168
7428;31.69136908278734;-92.158479763343891
7430;15.794512765402587;-92.186565941227641
7432;17.400177181470021;26.871433076962219
7434;14.286967403668172;-101.58756899720478
7436;8.9097450591105236;-96.895160984814055
7438;5.3290278599946745;-89.834020751388337
7440;-12.839288928274861;-85.131112127736429
7442;-11.219327163337932;131.6813554562309
7444;-7.57613433872632;-85.115202899467434
7446;-5.958291406188728;-89.8690079330721
7448;-2.609554425786083;-92.261216520328816
7450;13.467596949647838;-97.021893527232024
7452;11.589981041642233;30.664028229329787
7454;13.675889378138042;-94.610722962642114
7456;13.539306221847092;-97.006105642062138
7458;15.137442306569028;-97.036915341687262
7460;36.889264062436908;-99.435170600727616
7462;40.184814309023473;-58.257580583294732
7464;42.332526373129951;-108.83527460836733
7466;42.1810519373454;-111.24088164889371
7468;42.026251517229042;-111.28127863033149
7470;31.52782033463896;-111.32158744851827
7472;29.432085963672247;-19.32446255021145
7474;27.985278137645221;-104.24470949944376
7476;26.11361187340232;-101.90990508586728
7478;25.979760951645194;-99.572670704017256
7480;-4.8761259976803117;-99.604608429939347
7482;-3.2945216098491095;122.51731586060568
7484;-1.3953365123410393;-101.97225747188638
7486;-5.0106912985127821;-104.37790017716208
7488;-5.1665005055935467;-99.6667814029703
7490;-8.5724226844889841;-99.698533024873669
7492;-12.176462936643308;126.97334889658865
7494;-10.272327780804975;-92.57159781925877
7496;-17.2789573642464;-94.973265036300631
7498;-15.690050917849305;-85.501769945866926
7500;1.3417105042134985;-87.9006700534898
7502;6.3494388431022664;46.644547037738064
7504;10.15543716470652;-94.98116340171056
7506;10.015449776046353;-99.760342480811588
7508;9.8684568339144434;-99.791907823599161
7510;12.289384153657935;-99.823410032331566
7512;10.423243008255358;8.0561242996595865
7514;10.81258492626678;-92.642286002986637
7516;7.2719807241692322;-92.669490747227243
7518;3.69431180960569;-87.942970840291721
7520;-1.677429315487192;-83.212374239232233
7522;-0.068235025876621336;63.823548244875624
7524;1.8778024156411348;-87.937030097037336
7526;3.4798005569156665;-90.338772943897283
7528;3.3544540759850108;-92.7424829850025
7530;-10.880055245229631;-92.769501003260842
7532;-16.137205600715944;113.10410341278657
7534;-17.641081460204543;-85.618043555496044
7536;-21.206194077555729;-83.262131847991981
7538;-23.0443610980295;-78.524764099409822
7540;-17.303860185086549;-76.163909078766537
7542;-15.698763940287106;108.00503134411142
7544;-13.67575678628466;-85.6506241300901
7546;-17.243778948706897;-88.0533955815357
7548;-19.093039042891768;-83.316644474176186
7550;1.2850747255454031;-80.957168140353915
7552;-0.49934029434353633;4.6176453297296973
7554;-0.074786090832375862;-73.75909873193018
7556;3.2248194252047568;-73.776111891937717
7558;1.4064350002937864;-78.55394476117732
7560;-3.8709718367490886;-76.192160403614011
7562;-7.41238481934268;37.184479651551555
7564;-3.5783104522517135;-76.142959131670224
7566;-5.4051040037477343;-80.921147701765491
7568;-7.2368572552247095;-78.560937640517679
7570;-34.476871251850014;-76.198930557165511
7572;-32.873670436006833;171.91777980454873
7574;-32.663096417465134;-78.564432558716518
7576;-32.780880148202662;-78.5836364756585
7578;-32.898651075747622;-78.602809700275387
7580;-41.358559510206547;-78.6219522250787
7582;-43.198598688678295;203.02046125532237
7584;-39.57034446402303;-78.6109345212182
7586;-43.126914161295247;-83.395522445028973
7588;-44.9732136584055;-78.650319322633521
7590;-35.485186787740183;-76.285464757048956
7592;-38.983208718026106;170.63952137206692
7594;-40.490734374186104;-71.50344380997754
7596;-38.881679786164639;-69.135224292944059
7598;-37.270652262075082;-71.534404210613957
7600;-39.115322192093139;-73.935116290513221
7602;-37.511416249646032;197.71836702898136
7604;-39.1118685594985;-78.704548230346774
7606;-47.739771584092694;-76.337965475718221
7608;-49.556195866128519;-64.425191799925614
7610;-58.971073294143444;-62.05127052469954
7612;-52.263194738224094;250.99510804973974
7614;-43.692828373025542;-69.214556589823573
7616;-40.378964308522654;-81.165202603817932
7618;-43.916635243199913;-85.960823064321616
7620;-42.3108284155045;-81.206381873287455
7622;-50.9138615259815;214.38110514763616
7624;-50.871569216169547;-64.497209158215256
7626;-54.329496980297385;-64.509779072770627
7628;-47.637948249308444;-59.742900111951258
7630;-46.293102486228591;-69.314232144136923
7632;-37.91509875701523;244.49175754230839
7634;-29.449772784593609;-90.853598266784545
7636;-31.289376120319929;-102.83601504462698
7638;-34.845528483851417;-100.47535996963481
7640;-55.646155590995804;-95.719483487599078
7642;-64.250387563948536;294.31480549400339
7644;-67.726300377279387;-79.009557787829536
7646;-71.239133855497329;-74.238457313677714
7648;-64.605959556955753;-69.46410833935181
7650;-57.252252494742109;-79.061551425672633
7652;-52.3371100353123;270.45046997423378
7654;-45.575983699863;-93.460745041055162
7656;-45.733869116150686;-103.07472505007183
7658;-50.984053338861663;-103.10582116940103
7660;-46.624744011090918;-95.941254804563215
7662;-51.802835765690261;248.08908946109648
7664;-55.25066573904401;-86.382678609345064
7666;-60.404696955008632;-81.6040769058483
7668;-62.211385123925709;-74.421283088165268
7670;-66.61174351172491;-72.036069845002473
7672;-61.701478521095645;280.86388002388605
7674;-60.056077904126042;-79.262146049279082
7676;-58.492697974306324;-81.68262651353092
7678;-58.618531788920336;-84.104746712902568
7680;-66.168469642680435;-84.124979415348463
7682;-67.985852288503025;278.3904575641393
7684;-69.682989031565143;-79.33905340961681
7686;-74.811557109523008;-76.9522146238083
7688;-76.611139662012917;-69.753187389835361
7690;-77.026158193911044;-67.3612212278766
7692;-77.121942508477531;332.63236336074078
7694;-73.956028890584548;-69.806335721268965
7696;-74.056730107031541;-74.635221764027278
7698;-75.839733090209137;-74.6508636209618
7700;-84.496388186659061;-72.257883627671433
7702;-86.276043615310783;363.79417923263787
7704;-83.184618474770645;-69.8971846794668
7706;-79.985482913775883;-74.732186265056228
7708;-76.756981508216469;-79.570098032785637
7710;-82.270179139346851;-84.411103152644955
7712;-79.117802730026256;343.8218761729853
7714;-80.968947126177454;-94.107486361309171
7716;-84.423412534030859;-91.718160247280309
7718;-89.574273219595568;-86.912707392779581
7720;-86.615722604569015;-79.6888915678404
7722;-88.398671480493775;347.03588694880875
7724;-88.603956268045522;-70.071033796981311
7726;-90.3691681830758;-70.08433102359551
7728;-88.8127365629325;-67.680448245198761
7730;-91.283719082928741;-70.110405340448551
7732;-88.111956084723687;363.12818272873062
7734;-88.363296647480141;-77.411960936783188
7736;-86.82580330616608;-77.427987778674662
7738;-86.9448754381489;-79.864110752886972
7740;-93.788771876400887;-79.881093962752828
7742;-93.910679090986548;380.973699530715
7744;-97.493873414775052;-77.520085372206992
7746;-99.2599754446037;-72.6899243137286
7748;-101.01712066939405;-70.2803560259025
7750;-97.672022621426166;-67.869408563194042
7752;-97.770310031382792;375.79524650889641
7754;-93.122703981191151;-67.916685886532818
7756;-88.329388767938227;-75.206745176072673
7758;-83.512785413008146;-82.5009056482278
7760;-88.583540644545224;-89.799563976371118
7762;-87.10797145443992;314.9829355159153
7764;-87.211732407077591;-99.545004401298883
7766;-92.315827671989524;-99.570473111044208
7768;-97.3740263777039;-92.308378245157755
7770;-95.1044740436085;-85.04093216890054
7772;-100.01827076635857;317.99988567013054
7774;-100.11115130727617;-72.907105537356173
7776;-103.50382797313819;-72.920625746744619
7778;-100.35335892317359;-68.071847590605131
7780;-96.079087772188331;-72.946698072135064
7782;-92.993169829415876;310.43128589943979
7784;-88.170458200552432;-82.704404666594044
7786;-88.314167102283946;-90.020583618800643
7788;-88.470514595700564;-90.040925470552651
7790;-109.6232251030272;-90.061223113051057
7792;-114.80032160861379;316.83346607736274
7794;-116.34768895183137;-80.346225766679481
7796;-121.34671037394763;-77.927075964074959
7798;-121.49523283763841;-70.635081555133382
7800;-112.88784623257766;-70.647446645481836
7802;-109.80721429082553;313.71457605762191
7804;-103.22442354917165;-77.960972444783778
7806;-101.74906201892311;-87.722989902636613
7808;-98.709611225746073;-90.179235929907
7810;-79.285115789355856;-95.074864183548655
7812;-81.072074678235239;257.35408180788625
7814;-81.135392937155856;-95.10553845057639
7816;-87.740159622388262;-95.1276302321079
7818;-89.518926184741161;-85.3907295957785
7820;-97.158018153145392;-82.9681995067033
7822;-97.301469150086774;289.01776496634704
7824;-94.115217126160488;-82.9902667125811
7826;-91.068263780045783;-87.88965854809868
7828;-89.609750320956834;-92.79205880735563
7830;-117.57423404726444;-95.255185307447775
7832;-119.66636004211165;328.63907066365073
7834;-121.23856869526605;-92.864766989268674
7836;-127.8649439937999;-90.440933785425472
7838;-129.65261541165347;-80.680843371194257
7840;-137.46428875587131;-78.2509058579567
7842;-137.60799378385951;416.14686811647584
7844;-136.31515840545794;-75.8461841589922
7846;-134.85113228022078;-78.306757765852723
7848;-133.39339489300716;-80.768635483068962
7850;-112.99295455653021;-83.2318538904843
7852;-111.53443059294457;337.19259258921448
7854;-111.72861703385746;-83.269740767138558
7856;-108.67438876010803;-83.285784817123115
7858;-108.81976208153674;-88.201899886187221
