Name;MeasureVariance;
File;E:\hawino\Measurements\VarianceMeasurement\NewVarinaceMeasurements\DD6_X_500_2.csv;
Starttime of export;133226672965957000;Dienstag, 7. März 2023;13:54:56.595
Endtime of export;133226673216857000;Dienstag, 7. März 2023;13:55:21.685


Name;vXFromMotor;vYFromMotor;vThetaFromMotor;v;state;counter;distX;distY;distTheta;taskSampleTime;vSoll
SampleTime[ms];10;10;10;10;10;10;10;10;10;10;10
SymbolBased;True;True;True;True;True;True;True;True;True;True;True
SymbolName;MeasureVariance.vXFromMotor;MeasureVariance.vYFromMotor;MeasureVariance.vThetaFromMotor;MeasureVariance.v;MeasureVariance.state;MeasureVariance.counter;MeasureVariance.distX;MeasureVariance.distY;MeasureVariance.distTheta;MeasureVariance.taskSampleTime;MeasureVariance.vSoll
NetID;5.53.205.214.1.1;5.53.205.214.1.1;5.53.205.214.1.1;5.53.205.214.1.1;5.53.205.214.1.1;5.53.205.214.1.1;5.53.205.214.1.1;5.53.205.214.1.1;5.53.205.214.1.1;5.53.205.214.1.1;5.53.205.214.1.1
Port;851;851;851;851;851;851;851;851;851;851;851

0;0;0;0;500;1;1;0;0;0;10;500
10;0;0;0;500;1;2;0;0;0;10;500
20;0;0;0;500;1;3;0;0;0;10;500
30;0;0;0;500;1;4;0;0;0;10;500
40;58.452518502101704;33.747577292;0.24998205401481483;500;1;5;0.584525185021017;0.33747577292000003;0.0024998205401481483;10;500
50;141.26025304674576;-5.8802596796666649;-0.04355747910864196;500;1;6;1.9971277154884746;0.27867317612333337;0.0020642457490617286;10;500
60;198.38430521925426;-51.644019795333328;-0.37686688446172839;500;1;7;3.9809707676810171;-0.23776702182999993;-0.0017044230955555553;10;500
70;128.8612339705424;-8.4368943229999989;-0.068176923822222221;500;1;8;5.269583107386441;-0.32213596505999992;-0.0023861923337777776;10;500
80;144.36000781579662;-23.521038718666663;-0.19127414739012341;500;1;9;6.7131831855444073;-0.55734635224666651;-0.0042989338076790118;10;500
90;136.38920983823729;-14.317154002666664;-0.13446004420493823;500;1;10;8.07707528392678;-0.70051789227333316;-0.0056435342497283937;10;500
100;112.47681590555933;-2.0453077146666678;-0.02083183783456791;500;1;11;9.2018434429823728;-0.72097096941999983;-0.0058518526280740731;10;500
110;123.10454654230512;0.51132692866666218;0.0037876068790123124;500;1;12;10.432888908405424;-0.71585770013333316;-0.00581397655928395;10;500
120;128.41841186067796;-2.5566346433333345;-0.013256624076543216;500;1;13;11.717073027012203;-0.74142404656666649;-0.0059465428000493826;10;500
130;138.60332038755934;-1.7896442503333343;-0.007575213758024695;500;1;14;13.103106230887796;-0.75932048906999983;-0.0060222949376296294;10;500
140;137.27485405796611;-0.511326928666667;0.0018938034395061738;500;1;15;14.475854771467457;-0.76443375835666649;-0.0060033569032345675;10;500
150;136.38920983823729;1.5339807860000008;0.028407051592592606;500;1;16;15.839746869849829;-0.74909395049666649;-0.0057192863873086414;10;500
160;148.78822891444071;4.6019423579999978;0.056814103185185177;500;1;17;17.327629158994235;-0.7030745269166665;-0.0051511453554567892;10;500
170;148.78822891444071;9.7152116446666668;0.083327351338271613;500;1;18;18.815511448138643;-0.60592241046999984;-0.0043178718420740728;10;500
180;156.31620478213563;2.8122981076666727;0.077645941019753126;500;1;19;20.37867349596;-0.57779942939333306;-0.0035414124318765413;10;500
190;165.17264697942375;8.9482212516666664;0.083327351338271613;500;1;20;22.030399965754238;-0.4883172168766664;-0.002708138918493825;10;500
200;181.55706504440681;10.226538573333338;0.087114958217283989;500;1;21;23.845970616198308;-0.386051831143333;-0.0018369893363209852;10;500
210;193.07043990088138;3.5792885006666686;0.094690171975308685;500;1;22;25.776675015207122;-0.35025894613666636;-0.00089008761656789832;10;500
220;214.32590117437292;7.1585770013333274;0.13824765108395057;500;1;23;27.919934026950852;-0.27867317612333309;0.00049238889427160725;10;500
230;226.2820981407119;15.595471324333326;0.1950617542691358;500;1;24;30.182755008357972;-0.12271846287999982;0.0024430064369629651;10;500
240;248.86602574379666;20.964404075333334;0.23483162649876549;500;1;25;32.671415265795936;0.08692557787333352;0.00479132270195062;10;500
250;248.42320363393222;31.95793304166666;0.29922094344197525;500;1;26;35.155647302135257;0.40650490829000008;0.0077835321363703726;10;500
260;262.15068903972883;29.145634933999986;0.26134487465185174;500;1;27;37.777154192532549;0.69796125762999994;0.010396980882888891;10;500
270;262.59351114959327;30.935279184333336;0.28596431936543215;500;1;28;40.403089304028484;1.0073140494733333;0.013256624076543213;10;500
280;278.53510710471187;17.129452110333329;0.20642457490617283;500;1;29;43.1884403750756;1.1786085705766665;0.015320869825604941;10;500
290;282.07768398362714;2.300971179000006;0.13067243732592596;500;1;30;46.009217214911871;1.2016182823666666;0.016627594198864202;10;500
300;287.39154930200004;-18.152105967666671;-0.0037876068790124178;500;1;31;48.883132707931871;1.0200972226899998;0.016589718130074076;10;500
310;309.53265479522037;-26.33333682633334;-0.070070727261728472;500;1;32;51.978459255884076;0.75676385442666638;0.015889010857456792;10;500
320;339.64455826600005;-32.469259970333347;-0.14961047172098768;500;1;33;55.374904838544076;0.43207125472333291;0.014392906140246915;10;500
330;365.32824063813564;-34.51456768500001;-0.17612371987407419;500;1;34;59.028187244925434;0.086925577873332827;0.012631668941506174;10;500
340;382.59830292284749;-15.851134788666665;-0.077645941019753154;500;1;35;62.854170274153908;-0.071585770013333827;0.011855209531308641;10;500
350;398.98272098783053;5.3689327509999885;0.028407051592592571;500;1;36;66.843997484032215;-0.017896442503333942;0.012139280047234568;10;500
360;402.52529786674586;22.754048325666663;0.12877863388641983;500;1;37;70.869250462699668;0.20964404075333268;0.013427066386098766;10;500
370;398.09707676810172;29.912625327;0.18748654051111116;500;1;38;74.850221230380683;0.50877029402333274;0.015301931791209877;10;500
380;408.28198529498309;26.077673362000002;0.1533980786000001;500;1;39;78.933041083330508;0.76954702764333272;0.016835912577209879;10;500
390;414.03867272322037;4.8576058223333307;-0.026513248153086363;500;1;40;83.0734278105627;0.818123085866666;0.016570780095679014;10;500
400;424.2235812501018;-39.883500436;-0.32384038815555555;500;1;41;87.315663623063728;0.41928808150666608;0.013332376214123459;10;500
