Name;MeasureVariance;
File;E:\hawino\Measurements\VarianceMeasurement\NewVarinaceMeasurements\DD6_THETA_1_2.csv;
Starttime of export;133226697014565000;Dienstag, 7. März 2023;14:35:01.456
Endtime of export;133226697295565000;Dienstag, 7. März 2023;14:35:29.556


Name;vXFromMotor;vYFromMotor;vThetaFromMotor;v;state;counter;distX;distY;distTheta;taskSampleTime;vSoll
SampleTime[ms];10;10;10;10;10;10;10;10;10;10;10
SymbolBased;True;True;True;True;True;True;True;True;True;True;True
SymbolName;MeasureVariance.vXFromMotor;MeasureVariance.vYFromMotor;MeasureVariance.vThetaFromMotor;MeasureVariance.v;MeasureVariance.state;MeasureVariance.counter;MeasureVariance.distX;MeasureVariance.distY;MeasureVariance.distTheta;MeasureVariance.taskSampleTime;MeasureVariance.vSoll
NetID;5.53.205.214.1.1;5.53.205.214.1.1;5.53.205.214.1.1;5.53.205.214.1.1;5.53.205.214.1.1;5.53.205.214.1.1;5.53.205.214.1.1;5.53.205.214.1.1;5.53.205.214.1.1;5.53.205.214.1.1;5.53.205.214.1.1
Port;851;851;851;851;851;851;851;851;851;851;851

0;0;0;0;1;1;1;0;0;0;10;1
10;0;0;0;1;1;2;0;0;0;10;1
20;0;0;0;1;1;3;0;0;0;10;1
30;0;0;0;1;1;4;0;0;0;10;1
40;28.340615031322038;16.362461717333336;0.12120342012839507;1;1;5;0.28340615031322042;0.16362461717333335;0.0012120342012839507;10;1
50;-6.6423316479661061;1.7896442503333343;0.32573419159506173;1;1;6;0.21698283383355937;0.18152105967666668;0.0044693761172345681;10;1
60;-2.2141105493220352;18.152105967666667;0.15718568547901235;1;1;7;0.19484172834033903;0.36304211935333336;0.0060412329720246913;10;1
70;36.31141300888136;12.783173216666668;0.3901235085382716;1;1;8;0.55795585842915263;0.49087385152000007;0.0099424680574074081;10;1
80;-2.2141105493220352;13.550163609666663;0.37307927758271608;1;1;9;0.53581475293593228;0.62637548761666673;0.01367326083323457;10;1
90;-19.041350724169494;6.902913536999999;0.1761237198740741;1;1;10;0.34540124569423736;0.69540462298666672;0.015434498031975311;10;1
100;-5.3138653183728843;-2.5566346433333345;0.69691966573827169;1;1;11;0.29226259251050851;0.66983827655333339;0.022403694689358027;10;1
110;1.7712884394576283;25.055019504666671;0.38444209821975311;1;1;12;0.30997547690508481;0.92038847160000015;0.026248115671555557;10;1
120;-11.513374856474579;1.5339807860000008;0.17044230955555556;1;1;13;0.19484172834033903;0.93572827946000015;0.027952538767111113;10;1
130;-16.827240174847461;-13.805827074000002;0.8181230858666666;1;1;14;0.026569326591864423;0.79767000872000016;0.03613376962577778;10;1
140;-6.6423316479661061;24.288029111666663;0.54352158713827159;1;1;15;-0.039853989887796634;1.0405502998366667;0.041568985497160496;10;1
150;-9.7420864170169512;7.1585770013333345;0.16665470267654323;1;1;16;-0.13727485405796613;1.11213606985;0.043235532523925931;10;1
160;-7.085153757830513;-15.339807860000002;0.76130898268148151;1;1;17;-0.20812639163627128;0.95873799125;0.050848622350740745;10;1
170;-38.5255235582034;24.79935604033334;0.76320278612098758;1;1;18;-0.59338162721830534;1.2067315516533335;0.058480650211950619;10;1
180;-34.540124569423732;29.145634934000004;0.37497308102222221;1;1;19;-0.9387828729125427;1.4981879009933334;0.062230381022172841;10;1
190;4.4282210986440624;-3.5792885006666637;0.80865406866913592;1;1;20;-0.89450066192610211;1.4623950159866668;0.0703169217088642;10;1
200;15.498773845254238;12.527509752333325;0.85978676153580258;1;1;21;-0.73951292347355979;1.58767011351;0.078914789324222218;10;1
210;-25.683682372135596;19.430423289333337;0.43368098764691354;1;1;22;-0.99634974719491576;1.7819743464033333;0.083251599200691348;10;1
220;-30.111903470779662;4.0906154293333357;0.842742530580247;1;1;23;-1.2974687819027124;1.8228805006966666;0.091679024506493817;10;1
230;11.513374856474576;-10.737865501999997;1.028335267651852;1;1;24;-1.1823350333379668;1.7155018456766666;0.10196237718301233;10;1
240;4.4282210986440624;26.589000290666664;0.66851261414567908;1;1;25;-1.1380528223515261;1.9813918485833333;0.10864750332446913;10;1
250;-21.698283383355935;23.265375254333339;0.83137970994321;1;1;26;-1.3550356561850854;2.2140456011266667;0.11696130042390122;10;1
260;6.1995095381016823;7.1585770013333372;1.1381758671432098;1;1;27;-1.2930405608040685;2.28563137114;0.12834305909533333;10;1
270;24.35521604254237;14.061490538333331;1.030229071091358;1;1;28;-1.0494884003786449;2.4262462765233335;0.1386453498062469;10;1
280;-3.0997547690508411;24.79935604033334;1.030229071091358;1;1;29;-1.0804859480691533;2.6742398369266667;0.14894764051716047;10;1
290;5.7566874282373;3.834951964999997;1.215821808162963;1;1;30;-1.0229190737867804;2.7125893565766668;0.16110585859879009;10;1
300;46.939143645627134;24.543692575999994;1.204458987525926;1;1;31;-0.553527637330509;2.9580262823366668;0.17315044847404934;10;1
310;40.739634107525433;35.792885006666658;1.3332376214123458;1;1;32;-0.14613129625525467;3.3159551324033334;0.18648282468817279;10;1
320;-3.0997547690508576;11.504855895;1.4033083486740741;1;1;33;-0.17712884394576325;3.4310036913533333;0.20051590817491352;10;1
330;-5.3138653183728843;24.543692575999994;1.2271846288000001;1;1;34;-0.2302674971294921;3.6764406171133333;0.21278775446291351;10;1
340;44.72503309630509;7.9255673943333322;1.314299587017284;1;1;35;0.21698283383355879;3.7556962910566667;0.22593075033308635;10;1
350;38.525523558203389;-9.97087510899999;1.3408128351703703;1;1;36;0.60223806941559266;3.6559875399666666;0.23933887868479006;10;1
360;-10.627730636745769;5.6245962153333267;1.2858925354246915;1;1;37;0.49596076304813497;3.7122335021199997;0.25219780403903697;10;1
370;3.5425768789152565;13.805827073999998;1.2101403978444445;1;1;38;0.53138653183728757;3.8502917728599995;0.26429920801748141;10;1
380;38.5255235582034;12.016182823666668;1.2764235182271606;1;1;39;0.91664176741932168;3.9704536010966662;0.277063443199753;10;1
390;21.255461273491537;-15.339807859999988;1.4771666828148149;1;1;40;1.1291963801542371;3.8170555224966662;0.29183511002790113;10;1
400;-13.72748540579661;-16.106798253000004;1.3976269383555555;1;1;41;0.99192152609627093;3.6559875399666661;0.3058113794114567;10;1
