Name;ParameterEstimation;
File;E:\hawino\Measurements\DC8_vx300_vy_300_vtheta1_je2s_1.csv;
Starttime of export;133204353121507000;Donnerstag, 9. Februar 2023;17:55:12.150
Endtime of export;133204353414007000;Donnerstag, 9. Februar 2023;17:55:41.400


Name;vXFromMotor;Name;vYFromMotor;Name;vThetaFromMotor;Name;i1_raw;Name;i2_raw;Name;i3_raw;Name;vx;Name;vy;Name;vtheta;Name;state;Name;counter;Name;distX;Name;distY;Name;distTheta;Name;taskfreq;Name;camX;Name;camY;Name;camTheta;Name;ErrX;Name;ErrY;Name;ErrTheta;Name;ErrCam;Name;vSoll;Name;i1;Name;i2;Name;i3
40;0;40;0;40;0;40;0;40;0;40;0;40;0;40;0;40;0;40;0;40;0;40;0;40;0;40;0;40;10;40;0;40;0;40;0;40;0;40;0;40;0;40;0;40;300;40;0;40;0;40;0
50;0;50;0;50;0;50;0;50;0;50;0;50;0;50;0;50;0;50;0;50;0;50;0;50;0;50;0;50;10;50;0;50;0;50;0;50;0;50;0;50;0;50;0;50;300;50;0;50;0;50;0
60;0;60;0;60;0;60;0;60;0;60;0;60;0;60;0;60;0;60;0;60;0;60;0;60;0;60;0;60;10;60;0;60;0;60;0;60;0;60;0;60;0;60;0;60;300;60;0;60;0;60;0
70;0;70;0;70;0;70;0;70;0;70;0;70;0;70;0;70;0;70;0;70;0;70;0;70;0;70;0;70;10;70;0;70;0;70;0;70;0;70;0;70;0;70;0;70;300;70;0;70;0;70;0
80;0;80;0;80;0;80;0;80;0;80;0;80;0;80;0;80;0;80;0;80;0;80;0;80;0;80;0;80;10;80;0;80;0;80;0;80;0;80;0;80;0;80;0;80;300;80;0;80;0;80;0
90;0;90;0;90;0;90;0;90;0;90;0;90;0;90;0;90;0;90;0;90;0;90;0;90;0;90;0;90;10;90;0;90;0;90;0;90;0;90;0;90;0;90;0;90;300;90;0;90;0;90;0
100;0;100;0;100;0;100;0;100;0;100;0;100;0;100;0;100;0;100;0;100;0;100;0;100;0;100;0;100;10;100;0;100;0;100;0;100;0;100;0;100;0;100;0;100;300;100;0;100;0;100;0
110;0;110;0;110;0;110;0;110;0;110;0;110;0;110;0;110;0;110;0;110;0;110;0;110;0;110;0;110;10;110;0;110;0;110;0;110;0;110;0;110;0;110;0;110;300;110;0;110;0;110;0
120;0;120;0;120;0;120;0;120;0;120;0;120;0;120;0;120;0;120;0;120;0;120;0;120;0;120;0;120;10;120;0;120;0;120;0;120;0;120;0;120;0;120;0;120;300;120;0;120;0;120;0
130;0;130;0;130;0;130;0;130;0;130;0;130;0;130;0;130;0;130;0;130;0;130;0;130;0;130;0;130;10;130;0;130;0;130;0;130;0;130;0;130;0;130;0;130;300;130;0;130;0;130;0
140;0;140;0;140;0;140;0;140;0;140;0;140;0;140;0;140;0;140;0;140;0;140;0;140;0;140;0;140;10;140;0;140;0;140;0;140;0;140;0;140;0;140;0;140;300;140;0;140;0;140;0
150;0;150;0;150;0;150;0;150;0;150;0;150;0;150;0;150;0;150;0;150;0;150;0;150;0;150;0;150;10;150;0;150;0;150;0;150;0;150;0;150;0;150;0;150;300;150;0;150;0;150;0
160;0;160;0;160;0;160;0;160;0;160;0;160;0;160;0;160;0;160;0;160;0;160;0;160;0;160;0;160;10;160;0;160;0;160;0;160;0;160;0;160;0;160;0;160;300;160;0;160;0;160;0
170;0;170;0;170;0;170;0;170;0;170;0;170;0;170;0;170;0;170;0;170;0;170;0;170;0;170;0;170;10;170;0;170;0;170;0;170;0;170;0;170;0;170;0;170;300;170;0;170;0;170;0
180;0;180;0;180;0;180;0;180;0;180;0;180;0;180;0;180;0;180;0;180;0;180;0;180;0;180;0;180;10;180;0;180;0;180;0;180;0;180;0;180;0;180;0;180;300;180;0;180;0;180;0
190;0;190;0;190;0;190;0;190;0;190;0;190;0;190;0;190;0;190;0;190;0;190;0;190;0;190;0;190;10;190;0;190;0;190;0;190;0;190;0;190;0;190;0;190;300;190;0;190;0;190;0
200;0;200;0;200;0;200;0;200;0;200;0;200;0;200;0;200;0;200;0;200;0;200;0;200;0;200;0;200;10;200;0;200;0;200;0;200;0;200;0;200;0;200;0;200;300;200;0;200;0;200;0
210;0;210;0;210;0;210;0;210;0;210;0;210;0;210;0;210;0;210;0;210;0;210;0;210;0;210;0;210;10;210;0;210;0;210;0;210;0;210;0;210;0;210;0;210;300;210;0;210;0;210;0
220;0;220;0;220;0;220;0;220;0;220;0;220;0;220;0;220;0;220;0;220;0;220;0;220;0;220;0;220;10;220;0;220;0;220;0;220;0;220;0;220;0;220;0;220;300;220;0;220;0;220;0
230;0;230;0;230;0;230;0;230;0;230;0;230;0;230;0;230;0;230;0;230;0;230;0;230;0;230;0;230;10;230;0;230;0;230;0;230;0;230;0;230;0;230;0;230;300;230;0;230;0;230;0
240;0;240;0;240;0;240;0;240;0;240;0;240;0;240;0;240;0;240;0;240;0;240;0;240;0;240;0;240;10;240;0;240;0;240;0;240;0;240;0;240;0;240;0;240;300;240;0;240;0;240;0
250;0;250;0;250;0;250;0;250;0;250;0;250;0;250;0;250;0;250;0;250;0;250;0;250;0;250;0;250;10;250;0;250;0;250;0;250;0;250;0;250;0;250;0;250;300;250;0;250;0;250;0
260;0;260;0;260;0;260;0;260;0;260;0;260;0;260;0;260;0;260;0;260;0;260;0;260;0;260;0;260;10;260;0;260;0;260;0;260;0;260;0;260;0;260;0;260;300;260;0;260;0;260;0
270;0;270;0;270;0;270;0;270;0;270;0;270;0;270;0;270;0;270;0;270;0;270;0;270;0;270;0;270;10;270;0;270;0;270;0;270;0;270;0;270;0;270;0;270;300;270;0;270;0;270;0
280;0;280;0;280;0;280;0;280;0;280;0;280;0;280;0;280;0;280;0;280;0;280;0;280;0;280;0;280;10;280;0;280;0;280;0;280;0;280;0;280;0;280;0;280;300;280;0;280;0;280;0
290;0;290;0;290;0;290;0;290;0;290;0;290;0;290;0;290;0;290;0;290;0;290;0;290;0;290;0;290;10;290;0;290;0;290;0;290;0;290;0;290;0;290;0;290;300;290;0;290;0;290;0
300;0;300;0;300;0;300;0;300;0;300;0;300;0;300;0;300;0;300;0;300;0;300;0;300;0;300;0;300;10;300;0;300;0;300;0;300;0;300;0;300;0;300;0;300;300;300;0;300;0;300;0
310;0;310;0;310;0;310;0;310;0;310;0;310;0;310;0;310;0;310;0;310;0;310;0;310;0;310;0;310;10;310;0;310;0;310;0;310;0;310;0;310;0;310;0;310;300;310;0;310;0;310;0
320;0;320;0;320;0;320;0;320;0;320;0;320;0;320;0;320;0;320;0;320;0;320;0;320;0;320;0;320;10;320;0;320;0;320;0;320;0;320;0;320;0;320;0;320;300;320;0;320;0;320;0
330;0;330;0;330;0;330;0;330;0;330;0;330;0;330;0;330;0;330;0;330;0;330;0;330;0;330;0;330;10;330;0;330;0;330;0;330;0;330;0;330;0;330;0;330;300;330;0;330;0;330;0
340;0;340;0;340;0;340;0;340;0;340;0;340;0;340;0;340;0;340;0;340;0;340;0;340;0;340;0;340;10;340;0;340;0;340;0;340;0;340;0;340;0;340;0;340;300;340;0;340;0;340;0
350;0;350;0;350;0;350;0;350;0;350;0;350;0;350;0;350;0;350;0;350;0;350;0;350;0;350;0;350;10;350;0;350;0;350;0;350;0;350;0;350;0;350;0;350;300;350;0;350;0;350;0
360;0;360;0;360;0;360;0;360;0;360;0;360;0;360;0;360;0;360;0;360;0;360;0;360;0;360;0;360;10;360;0;360;0;360;0;360;0;360;0;360;0;360;0;360;300;360;0;360;0;360;0
370;0;370;0;370;0;370;0;370;0;370;0;370;0;370;0;370;0;370;0;370;0;370;0;370;0;370;0;370;10;370;0;370;0;370;0;370;0;370;0;370;0;370;0;370;300;370;0;370;0;370;0
380;0;380;0;380;0;380;0;380;0;380;0;380;0;380;0;380;0;380;0;380;0;380;0;380;0;380;0;380;10;380;0;380;0;380;0;380;0;380;0;380;0;380;0;380;300;380;0;380;0;380;0
390;0;390;0;390;0;390;0;390;0;390;0;390;0;390;0;390;0;390;0;390;0;390;0;390;0;390;0;390;10;390;0;390;0;390;0;390;0;390;0;390;0;390;0;390;300;390;0;390;0;390;0
400;0;400;0;400;0;400;0;400;0;400;0;400;0;400;0;400;0;400;0;400;0;400;0;400;0;400;0;400;10;400;0;400;0;400;0;400;0;400;0;400;0;400;0;400;300;400;0;400;0;400;0
410;0;410;0;410;0;410;0;410;0;410;0;410;0;410;0;410;0;410;0;410;0;410;0;410;0;410;0;410;10;410;0;410;0;410;0;410;0;410;0;410;0;410;0;410;300;410;0;410;0;410;0
420;0;420;0;420;0;420;0;420;0;420;0;420;0;420;0;420;0;420;0;420;0;420;0;420;0;420;0;420;10;420;0;420;0;420;0;420;0;420;0;420;0;420;0;420;300;420;0;420;0;420;0
430;0;430;0;430;0;430;0;430;0;430;0;430;0;430;0;430;0;430;0;430;0;430;0;430;0;430;0;430;10;430;0;430;0;430;0;430;0;430;0;430;0;430;0;430;300;430;0;430;0;430;0
440;0;440;0;440;0;440;0;440;0;440;0;440;0;440;0;440;0;440;0;440;0;440;0;440;0;440;0;440;10;440;0;440;0;440;0;440;0;440;0;440;0;440;0;440;300;440;0;440;0;440;0
450;0;450;0;450;0;450;0;450;0;450;0;450;0;450;0;450;0;450;0;450;0;450;0;450;0;450;0;450;10;450;0;450;0;450;0;450;0;450;0;450;0;450;0;450;300;450;0;450;0;450;0
460;0;460;0;460;0;460;0;460;0;460;0;460;0;460;0;460;0;460;0;460;0;460;0;460;0;460;0;460;10;460;0;460;0;460;0;460;0;460;0;460;0;460;0;460;300;460;0;460;0;460;0
470;0;470;0;470;0;470;0;470;0;470;0;470;0;470;0;470;0;470;0;470;0;470;0;470;0;470;0;470;10;470;0;470;0;470;0;470;0;470;0;470;0;470;0;470;300;470;0;470;0;470;0
480;0;480;0;480;0;480;0;480;0;480;0;480;0;480;0;480;0;480;0;480;0;480;0;480;0;480;0;480;10;480;0;480;0;480;0;480;0;480;0;480;0;480;0;480;300;480;0;480;0;480;0
490;0;490;0;490;0;490;0;490;0;490;0;490;0;490;0;490;0;490;0;490;0;490;0;490;0;490;0;490;10;490;0;490;0;490;0;490;0;490;0;490;0;490;0;490;300;490;0;490;0;490;0
500;0;500;0;500;0;500;0;500;0;500;0;500;0;500;0;500;0;500;0;500;0;500;0;500;0;500;0;500;10;500;0;500;0;500;0;500;0;500;0;500;0;500;0;500;300;500;0;500;0;500;0
510;0;510;0;510;0;510;0;510;0;510;0;510;0;510;0;510;0;510;0;510;0;510;0;510;0;510;0;510;10;510;0;510;0;510;0;510;0;510;0;510;0;510;0;510;300;510;0;510;0;510;0
520;0;520;0;520;0;520;0;520;0;520;0;520;0;520;0;520;0;520;0;520;0;520;0;520;0;520;0;520;10;520;0;520;0;520;0;520;0;520;0;520;0;520;0;520;300;520;0;520;0;520;0
530;0;530;0;530;0;530;0;530;0;530;0;530;0;530;0;530;0;530;0;530;0;530;0;530;0;530;0;530;10;530;0;530;0;530;0;530;0;530;0;530;0;530;0;530;300;530;0;530;0;530;0
540;0;540;0;540;0;540;0;540;0;540;0;540;0;540;0;540;0;540;0;540;0;540;0;540;0;540;0;540;10;540;0;540;0;540;0;540;0;540;0;540;0;540;0;540;300;540;0;540;0;540;0
550;0;550;0;550;0;550;0;550;0;550;0;550;0;550;0;550;0;550;0;550;0;550;0;550;0;550;0;550;10;550;0;550;0;550;0;550;0;550;0;550;0;550;0;550;300;550;0;550;0;550;0
560;0;560;0;560;0;560;0;560;0;560;0;560;0;560;0;560;0;560;0;560;0;560;0;560;0;560;0;560;10;560;0;560;0;560;0;560;0;560;0;560;0;560;0;560;300;560;0;560;0;560;0
570;0;570;0;570;0;570;0;570;0;570;0;570;0;570;0;570;0;570;0;570;0;570;0;570;0;570;0;570;10;570;0;570;0;570;0;570;0;570;0;570;0;570;0;570;300;570;0;570;0;570;0
580;0;580;0;580;0;580;0;580;0;580;0;580;0;580;0;580;0;580;0;580;0;580;0;580;0;580;0;580;10;580;0;580;0;580;0;580;0;580;0;580;0;580;0;580;300;580;0;580;0;580;0
590;0;590;0;590;0;590;0;590;0;590;0;590;0;590;0;590;0;590;0;590;0;590;0;590;0;590;0;590;10;590;0;590;0;590;0;590;0;590;0;590;0;590;0;590;300;590;0;590;0;590;0
600;0;600;0;600;0;600;0;600;0;600;0;600;0;600;0;600;0;600;0;600;0;600;0;600;0;600;0;600;10;600;0;600;0;600;0;600;0;600;0;600;0;600;0;600;300;600;0;600;0;600;0
610;0;610;0;610;0;610;0;610;0;610;0;610;0;610;0;610;0;610;0;610;0;610;0;610;0;610;0;610;10;610;0;610;0;610;0;610;0;610;0;610;0;610;0;610;300;610;0;610;0;610;0
620;0;620;0;620;0;620;0;620;0;620;0;620;0;620;0;620;0;620;0;620;0;620;0;620;0;620;0;620;10;620;0;620;0;620;0;620;0;620;0;620;0;620;0;620;300;620;0;620;0;620;0
630;0;630;0;630;0;630;0;630;0;630;0;630;0;630;0;630;0;630;0;630;0;630;0;630;0;630;0;630;10;630;0;630;0;630;0;630;0;630;0;630;0;630;0;630;300;630;0;630;0;630;0
640;0;640;0;640;0;640;0;640;0;640;0;640;0;640;0;640;0;640;0;640;0;640;0;640;0;640;0;640;10;640;0;640;0;640;0;640;0;640;0;640;0;640;0;640;300;640;0;640;0;640;0
650;0;650;0;650;0;650;0;650;0;650;0;650;0;650;0;650;0;650;0;650;0;650;0;650;0;650;0;650;10;650;0;650;0;650;0;650;0;650;0;650;0;650;0;650;300;650;0;650;0;650;0
660;0;660;0;660;0;660;0;660;0;660;0;660;0;660;0;660;0;660;0;660;0;660;0;660;0;660;0;660;10;660;0;660;0;660;0;660;0;660;0;660;0;660;0;660;300;660;0;660;0;660;0
670;0;670;0;670;0;670;0;670;0;670;0;670;0;670;0;670;0;670;0;670;0;670;0;670;0;670;0;670;10;670;0;670;0;670;0;670;0;670;0;670;0;670;0;670;300;670;0;670;0;670;0
680;0;680;0;680;0;680;0;680;0;680;0;680;0;680;0;680;0;680;0;680;0;680;0;680;0;680;0;680;10;680;0;680;0;680;0;680;0;680;0;680;0;680;0;680;300;680;0;680;0;680;0
690;0;690;0;690;0;690;0;690;0;690;0;690;0;690;0;690;0;690;0;690;0;690;0;690;0;690;0;690;10;690;0;690;0;690;0;690;0;690;0;690;0;690;0;690;300;690;0;690;0;690;0
700;0;700;0;700;0;700;0;700;0;700;0;700;0;700;0;700;0;700;0;700;0;700;0;700;0;700;0;700;10;700;0;700;0;700;0;700;0;700;0;700;0;700;0;700;300;700;0;700;0;700;0
710;0;710;0;710;0;710;0;710;0;710;0;710;0;710;0;710;0;710;0;710;0;710;0;710;0;710;0;710;10;710;0;710;0;710;0;710;0;710;0;710;0;710;0;710;300;710;0;710;0;710;0
720;0;720;0;720;0;720;0;720;0;720;0;720;0;720;0;720;0;720;0;720;0;720;0;720;0;720;0;720;10;720;0;720;0;720;0;720;0;720;0;720;0;720;0;720;300;720;0;720;0;720;0
730;0;730;0;730;0;730;0;730;0;730;0;730;0;730;0;730;0;730;0;730;0;730;0;730;0;730;0;730;10;730;0;730;0;730;0;730;0;730;0;730;0;730;0;730;300;730;0;730;0;730;0
740;0;740;0;740;0;740;0;740;0;740;0;740;0;740;0;740;0;740;0;740;0;740;0;740;0;740;0;740;10;740;0;740;0;740;0;740;0;740;0;740;0;740;0;740;300;740;0;740;0;740;0
750;0;750;0;750;0;750;0;750;0;750;0;750;0;750;0;750;0;750;0;750;0;750;0;750;0;750;0;750;10;750;0;750;0;750;0;750;0;750;0;750;0;750;0;750;300;750;0;750;0;750;0
760;0;760;0;760;0;760;0;760;0;760;0;760;0;760;0;760;0;760;0;760;0;760;0;760;0;760;0;760;10;760;0;760;0;760;0;760;0;760;0;760;0;760;0;760;300;760;0;760;0;760;0
770;0;770;0;770;0;770;0;770;0;770;0;770;0;770;0;770;0;770;0;770;0;770;0;770;0;770;0;770;10;770;0;770;0;770;0;770;0;770;0;770;0;770;0;770;300;770;0;770;0;770;0
780;0;780;0;780;0;780;0;780;0;780;0;780;0;780;0;780;0;780;0;780;0;780;0;780;0;780;0;780;10;780;0;780;0;780;0;780;0;780;0;780;0;780;0;780;300;780;0;780;0;780;0
790;0;790;0;790;0;790;0;790;0;790;0;790;0;790;0;790;0;790;0;790;0;790;0;790;0;790;0;790;10;790;0;790;0;790;0;790;0;790;0;790;0;790;0;790;300;790;0;790;0;790;0
800;0;800;0;800;0;800;0;800;0;800;0;800;0;800;0;800;0;800;0;800;0;800;0;800;0;800;0;800;10;800;0;800;0;800;0;800;0;800;0;800;0;800;0;800;300;800;0;800;0;800;0
810;0;810;0;810;0;810;0;810;0;810;0;810;0;810;0;810;0;810;0;810;0;810;0;810;0;810;0;810;10;810;0;810;0;810;0;810;0;810;0;810;0;810;0;810;300;810;0;810;0;810;0
820;0;820;0;820;0;820;0;820;0;820;0;820;0;820;0;820;0;820;0;820;0;820;0;820;0;820;0;820;10;820;0;820;0;820;0;820;0;820;0;820;0;820;0;820;300;820;0;820;0;820;0
830;0;830;0;830;0;830;0;830;0;830;0;830;0;830;0;830;0;830;0;830;0;830;0;830;0;830;0;830;10;830;0;830;0;830;0;830;0;830;0;830;0;830;0;830;300;830;0;830;0;830;0
840;0;840;0;840;0;840;0;840;0;840;0;840;0;840;0;840;0;840;0;840;0;840;0;840;0;840;0;840;10;840;0;840;0;840;0;840;0;840;0;840;0;840;0;840;300;840;0;840;0;840;0
850;0;850;0;850;0;850;0;850;0;850;0;850;0;850;0;850;0;850;0;850;0;850;0;850;0;850;0;850;10;850;0;850;0;850;0;850;0;850;0;850;0;850;0;850;300;850;0;850;0;850;0
860;0;860;0;860;0;860;0;860;0;860;0;860;0;860;0;860;0;860;0;860;0;860;0;860;0;860;0;860;10;860;0;860;0;860;0;860;0;860;0;860;0;860;0;860;300;860;0;860;0;860;0
870;0;870;0;870;0;870;0;870;0;870;0;870;0;870;0;870;0;870;0;870;0;870;0;870;0;870;0;870;10;870;0;870;0;870;0;870;0;870;0;870;0;870;0;870;300;870;0;870;0;870;0
880;0;880;0;880;0;880;0;880;0;880;0;880;0;880;0;880;0;880;0;880;0;880;0;880;0;880;0;880;10;880;0;880;0;880;0;880;0;880;0;880;0;880;0;880;300;880;0;880;0;880;0
890;0;890;0;890;0;890;0;890;0;890;0;890;0;890;0;890;0;890;0;890;0;890;0;890;0;890;0;890;10;890;0;890;0;890;0;890;0;890;0;890;0;890;0;890;300;890;0;890;0;890;0
900;0;900;0;900;0;900;0;900;0;900;0;900;0;900;0;900;0;900;0;900;0;900;0;900;0;900;0;900;10;900;0;900;0;900;0;900;0;900;0;900;0;900;0;900;300;900;0;900;0;900;0
910;0;910;0;910;0;910;0;910;0;910;0;910;0;910;0;910;0;910;0;910;0;910;0;910;0;910;0;910;10;910;0;910;0;910;0;910;0;910;0;910;0;910;0;910;300;910;0;910;0;910;0
920;0;920;0;920;0;920;0;920;0;920;0;920;0;920;0;920;0;920;0;920;0;920;0;920;0;920;0;920;10;920;0;920;0;920;0;920;0;920;0;920;0;920;0;920;300;920;0;920;0;920;0
930;0;930;0;930;0;930;0;930;0;930;0;930;0;930;0;930;0;930;0;930;0;930;0;930;0;930;0;930;10;930;0;930;0;930;0;930;0;930;0;930;0;930;0;930;300;930;0;930;0;930;0
940;0;940;0;940;0;940;0;940;0;940;0;940;0;940;0;940;0;940;0;940;0;940;0;940;0;940;0;940;10;940;0;940;0;940;0;940;0;940;0;940;0;940;0;940;300;940;0;940;0;940;0
950;0;950;0;950;0;950;0;950;0;950;0;950;0;950;0;950;0;950;0;950;0;950;0;950;0;950;0;950;10;950;0;950;0;950;0;950;0;950;0;950;0;950;0;950;300;950;0;950;0;950;0
960;0;960;0;960;0;960;0;960;0;960;0;960;0;960;0;960;0;960;0;960;0;960;0;960;0;960;0;960;10;960;0;960;0;960;0;960;0;960;0;960;0;960;0;960;300;960;0;960;0;960;0
970;0;970;0;970;0;970;0;970;0;970;0;970;0;970;0;970;0;970;0;970;0;970;0;970;0;970;0;970;10;970;0;970;0;970;0;970;0;970;0;970;0;970;0;970;300;970;0;970;0;970;0
980;0;980;0;980;0;980;0;980;0;980;0;980;0;980;0;980;0;980;0;980;0;980;0;980;0;980;0;980;10;980;0;980;0;980;0;980;0;980;0;980;0;980;0;980;300;980;0;980;0;980;0
990;0;990;0;990;0;990;0;990;0;990;0;990;0;990;0;990;0;990;0;990;0;990;0;990;0;990;0;990;10;990;0;990;0;990;0;990;0;990;0;990;0;990;0;990;300;990;0;990;0;990;0
1000;0;1000;0;1000;0;1000;0;1000;0;1000;0;1000;0;1000;0;1000;0;1000;0;1000;0;1000;0;1000;0;1000;0;1000;10;1000;0;1000;0;1000;0;1000;0;1000;0;1000;0;1000;0;1000;300;1000;0;1000;0;1000;0
1010;0;1010;0;1010;0;1010;0;1010;0;1010;0;1010;0;1010;0;1010;0;1010;0;1010;0;1010;0;1010;0;1010;0;1010;10;1010;0;1010;0;1010;0;1010;0;1010;0;1010;0;1010;0;1010;300;1010;0;1010;0;1010;0
1020;0;1020;0;1020;0;1020;0;1020;0;1020;0;1020;0;1020;0;1020;0;1020;0;1020;0;1020;0;1020;0;1020;0;1020;10;1020;0;1020;0;1020;0;1020;0;1020;0;1020;0;1020;0;1020;300;1020;0;1020;0;1020;0
1030;0;1030;0;1030;0;1030;0;1030;0;1030;0;1030;0;1030;0;1030;0;1030;0;1030;0;1030;0;1030;0;1030;0;1030;10;1030;0;1030;0;1030;0;1030;0;1030;0;1030;0;1030;0;1030;300;1030;0;1030;0;1030;0
1040;0;1040;0;1040;0;1040;0;1040;0;1040;0;1040;0;1040;0;1040;0;1040;0;1040;0;1040;0;1040;0;1040;0;1040;10;1040;0;1040;0;1040;0;1040;0;1040;0;1040;0;1040;0;1040;300;1040;0;1040;0;1040;0
1050;0;1050;0;1050;0;1050;0;1050;0;1050;0;1050;0;1050;0;1050;0;1050;0;1050;0;1050;0;1050;0;1050;0;1050;10;1050;0;1050;0;1050;0;1050;0;1050;0;1050;0;1050;0;1050;300;1050;0;1050;0;1050;0
1060;0;1060;0;1060;0;1060;0;1060;0;1060;0;1060;0;1060;0;1060;0;1060;0;1060;0;1060;0;1060;0;1060;0;1060;10;1060;0;1060;0;1060;0;1060;0;1060;0;1060;0;1060;0;1060;300;1060;0;1060;0;1060;0
1070;0;1070;0;1070;0;1070;0;1070;0;1070;0;1070;0;1070;0;1070;0;1070;0;1070;0;1070;0;1070;0;1070;0;1070;10;1070;0;1070;0;1070;0;1070;0;1070;0;1070;0;1070;0;1070;300;1070;0;1070;0;1070;0
1080;0;1080;0;1080;0;1080;0;1080;0;1080;0;1080;0;1080;0;1080;0;1080;0;1080;0;1080;0;1080;0;1080;0;1080;10;1080;0;1080;0;1080;0;1080;0;1080;0;1080;0;1080;0;1080;300;1080;0;1080;0;1080;0
